Show,Episode Number,Episode,Played,Unnamed: 4,,,
Bleach,107,The Swung-down Edge! The Moment Of Ruin,no,,,,
Bleach,108,The Wailing Bount! The Last Clash,no,,,,
Bleach,109,"Ichigo And Rukia, Thoughts In The Revolving Around Heaven",no,,,,
Bleach,110,Reopening Of The Substitute Business! The Terrifying Transfer Student,no,,,,
Bleach,111,Shock! The Father's True Identity,no,,,,
Bleach,112,[judas] Bleach - 112,no,,,,
Bleach,113,[judas] Bleach - 113,no,,,,
Bleach,114,[judas] Bleach - 114,no,,,,
Bleach,115,[judas] Bleach - 115,no,,,,
Bleach,116,[judas] Bleach - 116,no,,,,
Bleach,117,[judas] Bleach - 117,no,,,,
Bleach,118,[judas] Bleach - 118,no,,,,
Bleach,119,[judas] Bleach - 119,no,,,,
Bleach,120,[judas] Bleach - 120,no,,,,
Bleach,121,[judas] Bleach - 121,no,,,,
Bleach,122,[judas] Bleach - 122,no,,,,
Bleach,123,[judas] Bleach - 123,no,,,,
Bleach,124,[judas] Bleach - 124,no,,,,
Bleach,125,[judas] Bleach - 125,no,,,,
Bleach,126,[judas] Bleach - 126,no,,,,
Bleach,127,[judas] Bleach - 127,no,,,,
Bleach,128,[judas] Bleach - 128,no,,,,
Bleach,129,[judas] Bleach - 129,no,,,,
Bleach,130,[judas] Bleach - 130,no,,,,
Bleach,131,[judas] Bleach - 131,no,,,,
Bleach,132,[judas] Bleach - 132,no,,,,
Bleach,133,[judas] Bleach - 133,no,,,,
Bleach,134,[judas] Bleach - 134,no,,,,
Bleach,135,[judas] Bleach - 135,no,,,,
Bleach,136,[judas] Bleach - 136,no,,,,
Bleach,137,[judas] Bleach - 137,no,,,,
Bleach,138,[judas] Bleach - 138,no,,,,
Bleach,139,[judas] Bleach - 139,no,,,,
Bleach,140,[judas] Bleach - 140,no,,,,
Bleach,141,[judas] Bleach - 141,no,,,,
Bleach,142,[judas] Bleach - 142,no,,,,
Bleach,143,[judas] Bleach - 143,no,,,,
Bleach,144,[judas] Bleach - 144,no,,,,
Bleach,145,[judas] Bleach - 145,no,,,,
Bleach,146,[judas] Bleach - 146,no,,,,
Bleach,147,[judas] Bleach - 147,no,,,,
Bleach,148,[judas] Bleach - 148,no,,,,
Bleach,149,[judas] Bleach - 149,no,,,,
Bleach,150,[judas] Bleach - 150,no,,,,
Bleach,151,[judas] Bleach - 151,no,,,,
Bleach,152,[judas] Bleach - 152,no,,,,
Bleach,153,[judas] Bleach - 153,no,,,,
Bleach,154,[judas] Bleach - 154,no,,,,
Bleach,155,[judas] Bleach - 155,no,,,,
Bleach,156,[judas] Bleach - 156,no,,,,
Bleach,157,[judas] Bleach - 157,no,,,,
Bleach,158,[judas] Bleach - 158,no,,,,
Bleach,159,[judas] Bleach - 159,no,,,,
Bleach,160,[judas] Bleach - 160,no,,,,
Bleach,161,[judas] Bleach - 161,no,,,,
Bleach,162,[judas] Bleach - 162,no,,,,
Bleach,163,[judas] Bleach - 163,no,,,,
Bleach,164,[judas] Bleach - 164,no,,,,
Bleach,165,[judas] Bleach - 165,no,,,,
Bleach,166,[judas] Bleach - 166,no,,,,
Bleach,167,[judas] Bleach - 167,no,,,,
Bleach,168,[judas] Bleach - 168,no,,,,
Bleach,169,[judas] Bleach - 169,no,,,,
Bleach,170,[judas] Bleach - 170,no,,,,
Bleach,171,[judas] Bleach - 171,no,,,,
Bleach,172,[judas] Bleach - 172,no,,,,
Bleach,173,[judas] Bleach - 173,no,,,,
Bleach,174,[judas] Bleach - 174,no,,,,
Bleach,175,[judas] Bleach - 175,no,,,,
Bleach,176,[judas] Bleach - 176,no,,,,
Bleach,177,[judas] Bleach - 177,no,,,,
Bleach,178,[judas] Bleach - 178,no,,,,
Bleach,179,[judas] Bleach - 179,no,,,,
Bleach,180,[judas] Bleach - 180,no,,,,
Bleach,181,[judas] Bleach - 181,no,,,,
Bleach,182,[judas] Bleach - 182,no,,,,
Bleach,183,[judas] Bleach - 183,no,,,,
Bleach,184,[judas] Bleach - 184,no,,,,
Bleach,185,[judas] Bleach - 185,no,,,,
Bleach,186,[judas] Bleach - 186,no,,,,
Bleach,187,[judas] Bleach - 187,no,,,,
Bleach,188,[judas] Bleach - 188,no,,,,
Bleach,189,[judas] Bleach - 189,no,,,,
Bleach,190,[judas] Bleach - 190,no,,,,
Bleach,191,[judas] Bleach - 191,no,,,,
Bleach,192,[judas] Bleach - 192,no,,,,
Bleach,193,[judas] Bleach - 193,no,,,,
Bleach,194,[judas] Bleach - 194,no,,,,
Bleach,195,[judas] Bleach - 195,no,,,,
Bleach,196,[judas] Bleach - 196,no,,,,
Bleach,197,[judas] Bleach - 197,no,,,,
Bleach,198,[judas] Bleach - 198,no,,,,
Bleach,199,[judas] Bleach - 199,no,,,,
Bleach,200,[judas] Bleach - 200,no,,,,
Bleach,201,[judas] Bleach - 201,no,,,,
Bleach,202,[judas] Bleach - 202,no,,,,
Bleach,203,[judas] Bleach - 203,no,,,,
Bleach,204,[judas] Bleach - 204,no,,,,
Bleach,205,[judas] Bleach - 205,no,,,,
Bleach,206,[judas] Bleach - 206,no,,,,
Bleach,207,[judas] Bleach - 207,no,,,,
Bleach,208,[judas] Bleach - 208,no,,,,
Bleach,209,[judas] Bleach - 209,no,,,,
Bleach,210,[judas] Bleach - 210,no,,,,
Bleach,211,[judas] Bleach - 211,no,,,,
Bleach,212,[judas] Bleach - 212,no,,,,
Bleach,213,[judas] Bleach - 213,no,,,,
Bleach,214,[judas] Bleach - 214,no,,,,
Bleach,215,[judas] Bleach - 215,no,,,,
Bleach,216,[judas] Bleach - 216,no,,,,
Bleach,217,[judas] Bleach - 217,no,,,,
Bleach,218,[judas] Bleach - 218,no,,,,
Bleach,219,[judas] Bleach - 219,no,,,,
Bleach,220,[judas] Bleach - 220,no,,,,
Bleach,221,[judas] Bleach - 221,no,,,,
Bleach,222,[judas] Bleach - 222,no,,,,
Bleach,223,[judas] Bleach - 223,no,,,,
Bleach,224,[judas] Bleach - 224,no,,,,
Bleach,225,[judas] Bleach - 225,no,,,,
Bleach,226,[judas] Bleach - 226,no,,,,
Bleach,227,[judas] Bleach - 227,no,,,,
Bleach,228,[judas] Bleach - 228,no,,,,
Bleach,229,[judas] Bleach - 229,no,,,,
Bleach,230,[judas] Bleach - 230,no,,,,
Bleach,231,[judas] Bleach - 231,no,,,,
Bleach,232,[judas] Bleach - 232,no,,,,
Bleach,233,[judas] Bleach - 233,no,,,,
Bleach,234,[judas] Bleach - 234,no,,,,
Bleach,235,[judas] Bleach - 235,no,,,,
Bleach,236,[judas] Bleach - 236,no,,,,
Bleach,237,[judas] Bleach - 237,no,,,,
Bleach,238,[judas] Bleach - 238,no,,,,
Bleach,239,[judas] Bleach - 239,no,,,,
Bleach,240,[judas] Bleach - 240,no,,,,
Bleach,241,[judas] Bleach - 241,no,,,,
Bleach,242,[judas] Bleach - 242,no,,,,
Bleach,243,[judas] Bleach - 243,no,,,,
Bleach,244,[judas] Bleach - 244,no,,,,
Bleach,245,[judas] Bleach - 245,no,,,,
Bleach,246,[judas] Bleach - 246,no,,,,
Bleach,247,[judas] Bleach - 247,no,,,,
Bleach,248,[judas] Bleach - 248,no,,,,
Bleach,249,[judas] Bleach - 249,no,,,,
Bleach,250,[judas] Bleach - 250,no,,,,
Bleach,251,[judas] Bleach - 251,no,,,,
Bleach,252,[judas] Bleach - 252,no,,,,
Bleach,253,[judas] Bleach - 253,no,,,,
Bleach,254,[judas] Bleach - 254,no,,,,
Bleach,255,[judas] Bleach - 255,no,,,,
Bleach,256,[judas] Bleach - 256,no,,,,
Bleach,257,[judas] Bleach - 257,no,,,,
Bleach,258,[judas] Bleach - 258,no,,,,
Bleach,259,[judas] Bleach - 259,no,,,,
Bleach,260,[judas] Bleach - 260,no,,,,
Bleach,261,[judas] Bleach - 261,no,,,,
Bleach,262,[judas] Bleach - 262,no,,,,
Bleach,263,[judas] Bleach - 263,no,,,,
Bleach,264,[judas] Bleach - 264,no,,,,
Bleach,265,[judas] Bleach - 265,no,,,,
Bleach,266,[judas] Bleach - 266,no,,,,
Bleach,267,[judas] Bleach - 267,no,,,,
Bleach,268,[judas] Bleach - 268,no,,,,
Bleach,269,[judas] Bleach - 269,no,,,,
Bleach,270,[judas] Bleach - 270,no,,,,
Bleach,271,[judas] Bleach - 271,no,,,,
Bleach,272,[judas] Bleach - 272,no,,,,
Bleach,273,[judas] Bleach - 273,no,,,,
Bleach,274,[judas] Bleach - 274,no,,,,
Bleach,275,[judas] Bleach - 275,no,,,,
Bleach,276,[judas] Bleach - 276,no,,,,
Bleach,277,[judas] Bleach - 277,no,,,,
Bleach,278,[judas] Bleach - 278,no,,,,
Bleach,279,[judas] Bleach - 279,no,,,,
Bleach,280,[judas] Bleach - 280,no,,,,
Bleach,281,[judas] Bleach - 281,no,,,,
Bleach,282,[judas] Bleach - 282,no,,,,
Bleach,283,[judas] Bleach - 283,no,,,,
Bleach,284,[judas] Bleach - 284,no,,,,
Bleach,285,[judas] Bleach - 285,no,,,,
Bleach,286,[judas] Bleach - 286,no,,,,
Bleach,287,[judas] Bleach - 287,no,,,,
Bleach,288,[judas] Bleach - 288,no,,,,
Bleach,289,[judas] Bleach - 289,no,,,,
Bleach,290,[judas] Bleach - 290,no,,,,
Bleach,291,[judas] Bleach - 291,no,,,,
Bleach,292,[judas] Bleach - 292,no,,,,
Bleach,293,[judas] Bleach - 293,no,,,,
Bleach,294,[judas] Bleach - 294,no,,,,
Bleach,295,[judas] Bleach - 295,no,,,,
Bleach,296,[judas] Bleach - 296,no,,,,
Bleach,297,[judas] Bleach - 297,no,,,,
Bleach,298,[judas] Bleach - 298,no,,,,
Bleach,299,[judas] Bleach - 299,no,,,,
Bleach,300,[judas] Bleach - 300,no,,,,
Bleach,301,[judas] Bleach - 301,no,,,,
Bleach,302,[judas] Bleach - 302,no,,,,
Bleach,303,[judas] Bleach - 303,no,,,,
Bleach,304,[judas] Bleach - 304,no,,,,
Bleach,305,[judas] Bleach - 305,no,,,,
Bleach,306,[judas] Bleach - 306,no,,,,
Bleach,307,[judas] Bleach - 307,no,,,,
Bleach,308,[judas] Bleach - 308,no,,,,
Bleach,309,[judas] Bleach - 309,no,,,,
Bleach,310,[judas] Bleach - 310,no,,,,
Bleach,311,[judas] Bleach - 311,no,,,,
Bleach,312,[judas] Bleach - 312,no,,,,
Bleach,313,[judas] Bleach - 313,no,,,,
Bleach,314,[judas] Bleach - 314,no,,,,
Bleach,315,[judas] Bleach - 315,no,,,,
Bleach,316,[judas] Bleach - 316,no,,,,
Bleach,317,[judas] Bleach - 317,no,,,,
Bleach,318,[judas] Bleach - 318,no,,,,
Bleach,319,[judas] Bleach - 319,no,,,,
Bleach,320,[judas] Bleach - 320,no,,,,
Bleach,321,[judas] Bleach - 321,no,,,,
Bleach,322,[judas] Bleach - 322,no,,,,
Bleach,323,[judas] Bleach - 323,no,,,,
Bleach,324,[judas] Bleach - 324,no,,,,
Bleach,325,[judas] Bleach - 325,no,,,,
Bleach,326,[judas] Bleach - 326,no,,,,
Bleach,327,[judas] Bleach - 327,no,,,,
Bleach,328,[judas] Bleach - 328,no,,,,
Bleach,329,[judas] Bleach - 329,no,,,,
Bleach,330,[judas] Bleach - 330,no,,,,
Bleach,331,[judas] Bleach - 331,no,,,,
Bleach,332,[judas] Bleach - 332,no,,,,
Bleach,333,[judas] Bleach - 333,no,,,,
Bleach,334,[judas] Bleach - 334,no,,,,
Bleach,335,[judas] Bleach - 335,no,,,,
Bleach,336,[judas] Bleach - 336,no,,,,
Bleach,337,[judas] Bleach - 337,no,,,,
Bleach,338,[judas] Bleach - 338,no,,,,
Bleach,339,[judas] Bleach - 339,no,,,,
Bleach,340,[judas] Bleach - 340,no,,,,
Bleach,341,[judas] Bleach - 341,no,,,,
Bleach,342,[judas] Bleach - 342,no,,,,
Bleach,343,[judas] Bleach - 343,no,,,,
Bleach,344,[judas] Bleach - 344,no,,,,
Bleach,345,[judas] Bleach - 345,no,,,,
Bleach,346,[judas] Bleach - 346,no,,,,
Bleach,347,[judas] Bleach - 347,no,,,,
Bleach,348,[judas] Bleach - 348,no,,,,
Bleach,349,[judas] Bleach - 349,no,,,,
Bleach,350,[judas] Bleach - 350,no,,,,
Bleach,351,[judas] Bleach - 351,no,,,,
Bleach,352,[judas] Bleach - 352,no,,,,
Bleach,353,[judas] Bleach - 353,no,,,,
Bleach,354,[judas] Bleach - 354,no,,,,
Bleach,355,[judas] Bleach - 355,no,,,,
Bleach,356,[judas] Bleach - 356,no,,,,
Bleach,357,[judas] Bleach - 357,no,,,,
Bleach,358,[judas] Bleach - 358,no,,,,
Bleach,359,[judas] Bleach - 359,no,,,,
Bleach,360,[judas] Bleach - 360,no,,,,
Bleach,361,[judas] Bleach - 361,no,,,,
Bleach,362,[judas] Bleach - 362,no,,,,
Bleach,363,[judas] Bleach - 363,no,,,,
Bleach,364,[judas] Bleach - 364,no,,,,
Bleach,365,[judas] Bleach - 365,no,,,,
Bleach,366,[judas] Bleach - 366,no,,,,
,,,,,,,
Tenchi in Tokyo,1,Separation Anxiety,yee,,,,
Tenchi in Tokyo,2,Four's A Crowd,yee,,,,
Tenchi in Tokyo,3,Long Distance Lunacy,no,,,,
Tenchi in Tokyo,4,The Eternal Pledge,no,,,,
Tenchi in Tokyo,5,Money! Money! Money!,no,,,,
Tenchi in Tokyo,6,Play Date,no,,,,
Tenchi in Tokyo,7,The Day We Met,no,,,,
Tenchi in Tokyo,8,Tenchi Anniversary,no,,,,
Tenchi in Tokyo,9,The Guardians Of Old,no,,,,
Tenchi in Tokyo,10,Ryoko's Big Date,no,,,,
Tenchi in Tokyo,11,Moon Mission,no,,,,
Tenchi in Tokyo,12,Stupid Cupid,no,,,,
Tenchi in Tokyo,13,The Eye Of The Destroyer,no,,,,
Tenchi in Tokyo,14,Tokyo Or Bust!,no,,,,
Tenchi in Tokyo,15,Love Match,no,,,,
Tenchi in Tokyo,16,Carnival!,no,,,,
Tenchi in Tokyo,17,Drifting Away,no,,,,
Tenchi in Tokyo,18,Game Over,no,,,,
Tenchi in Tokyo,19,The Lonely Princess,no,,,,
Tenchi in Tokyo,20,Old Friends,no,,,,
Tenchi in Tokyo,21,Real Friends,no,,,,
Tenchi in Tokyo,22,Sakuya's Secret,no,,,,
Tenchi in Tokyo,23,"Here, There, And Everywhere",no,,,,
Tenchi in Tokyo,24,Yugi's Shadow,no,,,,
Tenchi in Tokyo,25,The End Of Time,no,,,,
Tenchi in Tokyo,26,Payback,no,,,,
Trigun,1,"The $$60,000,000,000.00 Man",yee,,,,
Trigun,2,Truth Of Mistake,yee,,,,
Trigun,3,Peace Maker,yee,,,,
Trigun,4,Love & Peace,yee,,,,
Trigun,5,Hard Puncher,yee,,,,
Trigun,6,Lost July,yee,,,,
Trigun,7,B.d.n.,yee,,,,
Trigun,8,And Between The Wasteland And Sky,yee,,,,
Trigun,9,Murder Machine,yee,,,,
Trigun,10,Quick Draw,no,,,,
Trigun,11,Escape From Pain,no,,,,
Trigun,12,Diablo,no,,,,
Trigun,13,Vash The Stampede,no,,,,
Trigun,14,Little Arcadia,no,,,,
Trigun,15,Demon's Eye,no,,,,
Trigun,16,Fifth Moon,no,,,,
Trigun,17,Rem Saverem,no,,,,
Trigun,18,Goodbye For Now,no,,,,
Trigun,19,Hang Fire,no,,,,
Trigun,20,Flying Ship,no,,,,
Trigun,21,Out Of Time,no,,,,
Trigun,22,Alternative,no,,,,
Trigun,23,Paradise,no,,,,
Trigun,24,Sin,no,,,,
Trigun,25,Live Through,no,,,,
Trigun,26,Under The Sky So Blue,no,,,,
,,,no,,,,
The Brak Show,1,Bawkbagawk,yee,,,,
The Brak Show,2,Leave It To Brak (or Goldfish),yee,,,,
The Brak Show,3,Time Machine,yee,,,,
The Brak Show,4,War Next Door,yee,,,,
The Brak Show,5,Hippo,yee,,,,
The Brak Show,6,Mobab,no,,,,
The Brak Show,7,Expiration Day,no,,,,
The Brak Show,8,Psychoklahoma,no,,,,
The Brak Show,9,The Eye,no,,,,
The Brak Show,10,Poppy,no,,,,
The Brak Show,11,Bully,no,,,,
The Brak Show,12,"Mother, Did You Move My Chair",no,,,,
The Brak Show,13,President Dad,no,,,,
The Brak Show,14,Brak Street,no,,,,
The Brak Show,15,Feud,no,,,,
The Brak Show,16,Runaway,no,,,,
The Brak Show,17,New Brak,no,,,,
The Brak Show,18,Pepper,no,,,,
The Brak Show,19,Dinner Party,no,,,,
The Brak Show,20,We Ski In Peace,no,,,,
The Brak Show,21,"Braklet, Prince Of Spaceland",no,,,,
The Brak Show,22,Coma,no,,,,
The Brak Show,23,Shadows Of Heat,no,,,,
The Brak Show,24,Splat,no,,,,
The Brak Show,25,Enter The Hump,no,,,,
The Brak Show,26,Sexy New Brak Show Go,no,,,,
The Brak Show,27,All That I Desire You,no,,,,
The Brak Show,28,Cardburkey,no,,,,
,,,,,,,
Home Movies,1,Get Away From My Mom,yee,,,,
Home Movies,2,I Don't Do Well In Parent-teacher Conferences,yee,,,,
Home Movies,3,The Art Of The Sucker Punch,yee,,,,
Home Movies,4,Brendon Gets Rabies,yee,,,,
Home Movies,5,Yoko,yee,,,,
Home Movies,6,Director's Cut,yee,,,,
Home Movies,7,It Was Supposed To Be Funny,yee,,,,
Home Movies,8,Method Of Acting,no,,,,
Home Movies,9,Life Through A Fish Eye Lens,no,,,,
Home Movies,10,School Nurse,no,,,,
Home Movies,11,Mortgages And Marbles,no,,,,
Home Movies,12,Law And Boarders,no,,,,
Home Movies,13,Brendon's Choice,no,,,,
Home Movies,14,Politics,no,,,,
Home Movies,15,Identifying A Body,no,,,,
Home Movies,16,Hiatus,no,,,,
Home Movies,17,Business And Pleasure,no,,,,
Home Movies,18,The Party,no,,,,
Home Movies,19,Impressions,no,,,,
Home Movies,20,Dad,no,,,,
Home Movies,21,Therapy,no,,,,
Home Movies,22,Class Trip,no,,,,
Home Movies,23,History,no,,,,
Home Movies,24,Writer's Block,no,,,,
Home Movies,25,Pizza Club,no,,,,
Home Movies,26,The Wedding,no,,,,
Home Movies,27,Shore Leave,no,,,,
Home Movies,28,Breaking Up Is Hard To Do,no,,,,
Home Movies,29,Bad Influences,no,,,,
Home Movies,30,Improving Your Life Through Improv,no,,,,
Home Movies,31,Renaissance,no,,,,
Home Movies,32,My Cheatin' Heart,no,,,,
Home Movies,33,Four's Company,no,,,,
Home Movies,34,Guitarmageddon,no,,,,
Home Movies,35,Storm Warning,no,,,,
Home Movies,36,Time To Pay The Price,no,,,,
Home Movies,37,Broken Dreams,no,,,,
Home Movies,38,Stow-a-way,no,,,,
Home Movies,39,Coffins And Cradles,no,,,,
Home Movies,40,Everyone's Entitled To My Opinion,no,,,,
Home Movies,41,The Heart Smashers,no,,,,
Home Movies,42,The Wizard's Baker,no,,,,
Home Movies,43,Psycho-delicate,no,,,,
Home Movies,44,Curses,no,,,,
Home Movies,45,Honkey Magoo,no,,,,
Home Movies,46,Those Bitches Tried To Cheat Me,no,,,,
Home Movies,47,The Adventures Of Cho & Amy Lee,no,,,,
Home Movies,48,Camp,no,,,,
Home Movies,49,Bye Bye Greasy,no,,,,
Home Movies,50,Definite Possible Murder,no,,,,
Home Movies,51,Temporary Blindness,no,,,,
Home Movies,52,Focus Grill,no,,,,
,,,,,,,
Moral Orel,1,The Lord's Greatest Gift,yee,,,,
Moral Orel,2,God's Chef,yee,,,,
Moral Orel,3,Charity,yee,,,,
Moral Orel,4,Waste,no,,,,
Moral Orel,5,The Blessed Union,no,,,,
Moral Orel,6,Omnipresence,no,,,,
Moral Orel,7,God-fearing,no,,,,
Moral Orel,8,Loyalty,no,,,,
Moral Orel,9,Maturity,no,,,,
Moral Orel,10,The Best Christmas Ever!,no,,,,
Moral Orel,11,God's Image,no,,,,
Moral Orel,12,Love,no,,,,
Moral Orel,13,Satan,no,,,,
Moral Orel,14,Elemental Orel,no,,,,
Moral Orel,15,Offensiveness,no,,,,
Moral Orel,16,God's Blunders,no,,,,
Moral Orel,17,Pleasure,no,,,,
Moral Orel,18,The Lord's Prayer,no,,,,
Moral Orel,19,Holy Visage,no,,,,
Moral Orel,20,Be Fruitful And Multiply,no,,,,
Moral Orel,21,Praying,no,,,,
Moral Orel,22,Repression,no,,,,
Moral Orel,23,Turn The Other Cheek,no,,,,
Moral Orel,24,Geniusis,no,,,,
Moral Orel,25,Courtship,no,,,,
Moral Orel,26,School Pageant,no,,,,
Moral Orel,27,Presents For God,no,,,,
Moral Orel,28,Orel's Movie Premiere,no,,,,
Moral Orel,29,Nature,no,,,,
Moral Orel,30,Nature - Part 2,no,,,,
Moral Orel,31,Numb,no,,,,
Moral Orel,32,Grounded,no,,,,
Moral Orel,33,Innocence,no,,,,
Moral Orel,34,Alone,no,,,,
Moral Orel,35,Trigger,no,,,,
Moral Orel,36,Dumb,no,,,,
Moral Orel,37,Help,no,,,,
Moral Orel,38,Passing,no,,,,
Moral Orel,39,Closeface,no,,,,
Moral Orel,40,Sundays,no,,,,
Moral Orel,41,Sacrifice,no,,,,
Moral Orel,42,Nesting,no,,,,
Moral Orel,43,Honor,no,,,,
,,,,,,,
Pokemon Johto Journey,1,Don't Touch That 'dile,no,,,,
Pokemon Johto Journey,2,The Double Trouble Header,no,,,,
Pokemon Johto Journey,3,A Sappy Ending,no,,,,
Pokemon Johto Journey,4,"Roll On, Pokemon!",no,,,,
Pokemon Johto Journey,5,Illusion Confusion,no,,,,
Pokemon Johto Journey,6,Flower Power,no,,,,
Pokemon Johto Journey,7,Spinarak Attack,no,,,,
Pokemon Johto Journey,8,Snubbull Snobbery,no,,,,
Pokemon Johto Journey,9,The Little Big Horn,no,,,,
Pokemon Johto Journey,10,The Chikorita Rescue,no,,,,
Pokemon Johto Journey,11,Once In A Blue Moon,no,,,,
Pokemon Johto Journey,12,The Whistle Stop,no,,,,
Pokemon Johto Journey,13,Ignorance Is Blissey,no,,,,
Pokemon Johto Journey,14,A Bout With Sprout,no,,,,
Pokemon Johto Journey,15,Fighting Flyer With Fire,no,,,,
Pokemon Johto Journey,16,For Crying Out Loud,no,,,,
Pokemon Johto Journey,17,Tanks A Lot!,no,,,,
Pokemon Johto Journey,18,Charizard's Burning Ambitions,no,,,,
Pokemon Johto Journey,19,Grin To Win!,no,,,,
Pokemon Johto Journey,20,Chikorita's Big Upset,no,,,,
Pokemon Johto Journey,21,Foul Weather Friends,no,,,,
Pokemon Johto Journey,22,The Superhero Secret,no,,,,
Pokemon Johto Journey,23,Mild 'n Wooly,no,,,,
Pokemon Johto Journey,24,Wired For Battle!,no,,,,
Pokemon Johto Journey,25,Good 'quil Hunting,no,,,,
Pokemon Johto Journey,26,A Shadow Of A Drought,no,,,,
Pokemon Johto Journey,27,Going Apricorn!,no,,,,
Pokemon Johto Journey,28,Gettin' The Bugs Out,no,,,,
Pokemon Johto Journey,29,A Farfetch'd Tale,no,,,,
Pokemon Johto Journey,30,Tricks Of The Trade,no,,,,
Pokemon Johto Journey,31,The Fire-ing Squad!,no,,,,
Pokemon Johto Journey,32,No Big Woop!,no,,,,
Pokemon Johto Journey,33,Tunnel Vision,no,,,,
Pokemon Johto Journey,34,Hour Of The Houndour,no,,,,
Pokemon Johto Journey,35,The Totodile Duel,no,,,,
Pokemon Johto Journey,37,"Love, Totodile Style",no,,,,
Pokemon Johto Journey,38,Fowl Play!,no,,,,
Pokemon Johto Journey,39,Forest Grumps,no,,,,
,,,no,,,,
Pokemon Johto League Champions,1,A Goldenrod Opportunity,no,,,,
Pokemon Johto League Champions,2,A Dairy Tale Ending,no,,,,
Pokemon Johto League Champions,3,Air Time!,no,,,,
Pokemon Johto League Champions,4,The Bug Stops Here,no,,,,
Pokemon Johto League Champions,5,Type Casting,no,,,,
Pokemon Johto League Champions,6,Fossil Fools,no,,,,
Pokemon Johto League Champions,7,Carrying On!,no,,,,
Pokemon Johto League Champions,8,Hassle In The Castle,no,,,,
Pokemon Johto League Champions,9,Two Hits And A Miss,no,,,,
Pokemon Johto League Champions,10,A Hot Water Battle,no,,,,
Pokemon Johto League Champions,11,"Hook, Line, And Stinker",no,,,,
Pokemon Johto League Champions,12,Beauty And The Breeder,no,,,,
Pokemon Johto League Champions,13,A Better Pill To Swallow,no,,,,
Pokemon Johto League Champions,14,Power Play!,no,,,,
Pokemon Johto League Champions,15,Mountain Time,no,,,,
Pokemon Johto League Champions,16,Wobbu-palooza!,no,,,,
Pokemon Johto League Champions,17,Imitation Confrontation,no,,,,
Pokemon Johto League Champions,18,The Trouble With Snubbull,no,,,,
Pokemon Johto League Champions,19,"Ariados, Amigos",no,,,,
Pokemon Johto League Champions,20,Wings 'n' Things,no,,,,
Pokemon Johto League Champions,21,The Grass Route,no,,,,
Pokemon Johto League Champions,22,The Apple Corp!,no,,,,
Pokemon Johto League Champions,23,Houndoom's Special Delivery,no,,,,
Pokemon Johto League Champions,24,A Ghost Of A Chance,no,,,,
Pokemon Johto League Champions,25,From Ghost To Ghost,no,,,,
Pokemon Johto League Champions,26,Trouble's Brewing,no,,,,
Pokemon Johto League Champions,27,All That Glitters!,no,,,,
Pokemon Johto League Champions,28,The Light Fantastic,no,,,,
Pokemon Johto League Champions,29,Unbearable,no,,,,
Pokemon Johto League Champions,30,Moving Pictures,no,,,,
Pokemon Johto League Champions,31,Spring Fever,no,,,,
Pokemon Johto League Champions,32,Freeze Frame,no,,,,
Pokemon Johto League Champions,33,The Stolen Stones!,no,,,,
Pokemon Johto League Champions,34,The Dunsparce Deception,no,,,,
Pokemon Johto League Champions,35,The Wayward Wobbuffet,no,,,,
Pokemon Johto League Champions,36,Sick Daze,no,,,,
Pokemon Johto League Champions,37,Ring Masters,no,,,,
Pokemon Johto League Champions,38,The Poke Spokesman,no,,,,
Pokemon Johto League Champions,39,Control Freak!,no,,,,
Pokemon Johto League Champions,41,The Heartbreak Of Brock,no,,,,
Pokemon Johto League Champions,42,Current Events,no,,,,
Pokemon Johto League Champions,43,Turning Over A New Bayleef,no,,,,
Pokemon Johto League Champions,44,Doin' What Comes Natu-rally,no,,,,
Pokemon Johto League Champions,45,The Big Balloon Blow-up,no,,,,
Pokemon Johto League Champions,46,The Screen Actor's Guilt,no,,,,
Pokemon Johto League Champions,47,"Right On, Rhydon!",no,,,,
Pokemon Johto League Champions,48,The Kecleon Caper,no,,,,
Pokemon Johto League Champions,49,The Joy Of Water Pokemon,no,,,,
Pokemon Johto League Champions,50,Got Miltank,no,,,,
Pokemon Johto League Champions,51,Fight For The Light!,no,,,,
Pokemon Johto League Champions,52,"Machoke, Machoke Man!",no,,,,
,,,no,,,,
Pokemon Master Quest,1,Around The Whirlpool,no,,,,
Pokemon Master Quest,2,Fly Me To The Moon,no,,,,
Pokemon Master Quest,3,Takin' It On The Chinchou,no,,,,
Pokemon Master Quest,4,A Corsola Caper,no,,,,
